EV Charger Registration Code,Name,No. of Charging Outlets,Connector ID,Type of Connector,Rated Output Power (kW),Postal Code,Block/House No,Street Name,Building Name,Floor No,Lot No,Is the charger publicly accessible?,Longitude,Latitude
R103922A,COMFORTDELGRO ENGIE PTE. LTD.,1,R103922A-001,Type 2,22,469572,1,BEDOK ROAD,BEDOK FOOD CENTRE,L1,68,Yes,103.9552145,1.320882494
R103923E,COMFORTDELGRO ENGIE PTE. LTD.,1,R103923E-001,Type 2,22,118719,385,PASIR PANJANG ROAD,VILLA DE WEST,L1,39,Yes,103.7714261,1.289622809
R103924K,COMFORTDELGRO ENGIE PTE. LTD.,1,R103924K-001,Type 2,22,118719,385,PASIR PANJANG ROAD,VILLA DE WEST,L1,40,Yes,103.7714261,1.289622809
R103925B,COMFORTDELGRO ENGIE PTE. LTD.,1,R103925B-001,Type 2,22,118719,385,PASIR PANJANG ROAD,VILLA DE WEST,L1,38,Yes,103.7714261,1.289622809
R103926F,COMFORTDELGRO ENGIE PTE. LTD.,1,R103926F-001,Type 2,22,118719,385,PASIR PANJANG ROAD,VILLA DE WEST,L1,41,Yes,103.7714261,1.289622809
R103927Z,COMFORTDELGRO ENGIE PTE. LTD.,1,R103927Z-001,Type 2,22,519926,125,UNNAMED ROAD,PASSION WAVE @ PASIR RIS,L1,6,Yes,103.9438931,1.384596415
R103928C,COMFORTDELGRO ENGIE PTE. LTD.,1,R103928C-001,Type 2,22,519926,125,UNNAMED ROAD,PASSION WAVE @ PASIR RIS,L1,7,Yes,103.9438931,1.384596415
R103929G,COMFORTDELGRO ENGIE PTE. LTD.,1,R103929G-001,Type 2,22,126887,52,WEST COAST FERRY ROAD,,L1,68,Yes,103.7650871,1.294030791
R103931C,COMFORTDELGRO ENGIE PTE. LTD.,1,R103931C-001,Type 2,22,126887,52,WEST COAST FERRY ROAD,,L1,69,Yes,103.7651318,1.293878539
R103933R,COMFORTDELGRO ENGIE PTE. LTD.,1,R103933R-001,Type 2,22,387311,1205,UPPER BOON KENG ROAD,GEYLANG WEST COMMUNITY CLUB,L1,9,Yes,103.8723879,1.315691111
R103934D,COMFORTDELGRO ENGIE PTE. LTD.,1,R103934D-001,Type 2,22,387311,1205,UPPER BOON KENG ROAD,GEYLANG WEST COMMUNITY CLUB,L1,8,Yes,103.8723879,1.315691111
R104579E,COMFORTDELGRO ENGIE PTE. LTD.,1,R104579E-001,Type 2,7,640674,674,JURONG WEST STREET 65,MULTI STOREY CAR PARK,L3,208,Yes,103.7025917,1.344748542
R104582E,COMFORTDELGRO ENGIE PTE. LTD.,1,R104582E-001,Type 2,7,640674,674,JURONG WEST STREET 65,MULTI STOREY CAR PARK,L3,209,Yes,103.7025917,1.344748542
R104586Z,COMFORTDELGRO ENGIE PTE. LTD.,1,R104586Z-001,Type 2,7,640674,674,JURONG WEST STREET 65,MULTI STOREY CAR PARK,L3,210,Yes,103.7025917,1.344748542
R104589R,COMFORTDELGRO ENGIE PTE. LTD.,1,R104589R-001,Type 2,7,611163,163A,YUNG PING ROAD,MULTI STOREY CAR PARK,L3,138,Yes,103.7222392,1.330101424
R104591G,COMFORTDELGRO ENGIE PTE. LTD.,1,R104591G-001,Type 2,7,611163,163A,YUNG PING ROAD,MULTI STOREY CAR PARK,L3,139,Yes,103.7222392,1.330101424
R104594H,COMFORTDELGRO ENGIE PTE. LTD.,1,R104594H-001,Type 2,7,611163,163A,YUNG PING ROAD,MULTI STOREY CAR PARK,L3,140,Yes,103.7222392,1.330101424
R104597K,COMFORTDELGRO ENGIE PTE. LTD.,1,R104597K-001,Type 2,7,751481,481A,SEMBAWANG DRIVE,MULTI STOREY CAR PARK,L3,205,Yes,103.8153929,1.452495987
R104599F,COMFORTDELGRO ENGIE PTE. LTD.,1,R104599F-001,Type 2,7,751481,481A,SEMBAWANG DRIVE,MULTI STOREY CAR PARK,L3,206,Yes,103.8153929,1.452495987
R104601B,COMFORTDELGRO ENGIE PTE. LTD.,1,R104601B-001,Type 2,7,751481,481A,SEMBAWANG DRIVE,MULTI STOREY CAR PARK,L3,207,Yes,103.8153929,1.452495987
R104603Z,COMFORTDELGRO ENGIE PTE. LTD.,1,R104603Z-001,Type 2,7,629906,60,BENOI ROAD,,L5,107,Yes,103.6810341,1.326804765
R104604C,COMFORTDELGRO ENGIE PTE. LTD.,1,R104604C-001,Type 2,7,629906,60,BENOI ROAD,,L5,108,Yes,103.6810341,1.326804765
R104605G,COMFORTDELGRO ENGIE PTE. LTD.,1,R104605G-001,Type 2,7,629906,60,BENOI ROAD,,L5,109,Yes,103.6810341,1.326804765
R105096A,COMFORTDELGRO ENGIE PTE. LTD.,1,R105096A-001,Type 2,7,561712,712A,ANG MO KIO AVENUE 6,DBS ANG MO KIO CENTRAL BRANCH,L3,602,Yes,103.8468773,1.370865023
R105097E,COMFORTDELGRO ENGIE PTE. LTD.,1,R105097E-001,Type 2,7,561712,712A,ANG MO KIO AVENUE 6,DBS ANG MO KIO CENTRAL BRANCH,L3,603,Yes,103.8468773,1.370865023
R105098K,COMFORTDELGRO ENGIE PTE. LTD.,1,R105098K-001,Type 2,7,561712,712A,ANG MO KIO AVENUE 6,DBS ANG MO KIO CENTRAL BRANCH,L3,604,Yes,103.8468773,1.370865023
R105234R,COMFORTDELGRO ENGIE PTE. LTD.,1,R105234R-001,Type 2,7,120703,703,WEST COAST ROAD,,L1,115,Yes,103.7609363,1.307010315
R105235D,COMFORTDELGRO ENGIE PTE. LTD.,1,R105235D-001,Type 2,7,120703,703,WEST COAST ROAD,,L1,116,Yes,103.7609363,1.307010315
R105237A,COMFORTDELGRO ENGIE PTE. LTD.,1,R105237A-001,Type 2,7,120703,703,WEST COAST ROAD,,L1,117,Yes,103.7609363,1.307010315
R105242K,COMFORTDELGRO ENGIE PTE. LTD.,1,R105242K-001,Type 2,7,120442,442,CLEMENTI AVENUE 3,,L1,16,Yes,103.7638966,1.313857729
R105245Z,COMFORTDELGRO ENGIE PTE. LTD.,1,R105245Z-001,Type 2,7,120442,442,CLEMENTI AVENUE 3,,L1,17,Yes,103.7638966,1.313857729
R105249D,COMFORTDELGRO ENGIE PTE. LTD.,1,R105249D-001,Type 2,7,120442,442,CLEMENTI AVENUE 3,,L1,18,Yes,103.7638966,1.313857729
R105253H,COMFORTDELGRO ENGIE PTE. LTD.,1,R105253H-001,Type 2,7,650242,242,BUKIT BATOK EAST AVENUE 5,GOMBAK VIEW,L1,224,Yes,103.7568056,1.350095966
R105259Z,COMFORTDELGRO ENGIE PTE. LTD.,1,R105259Z-001,Type 2,7,650242,242,BUKIT BATOK EAST AVENUE 5,GOMBAK VIEW,L1,225,Yes,103.7568056,1.350095966
R105261F,COMFORTDELGRO ENGIE PTE. LTD.,1,R105261F-001,Type 2,7,650242,242,BUKIT BATOK EAST AVENUE 5,GOMBAK VIEW,L1,226,Yes,103.7568056,1.350095966
R105439H,COMFORTDELGRO ENGIE PTE. LTD.,1,R105439H-001,Type 2,7,760646,646,YISHUN STREET 61,,L1,25,Yes,103.8371783,1.422111689
R105443A,COMFORTDELGRO ENGIE PTE. LTD.,1,R105443A-001,Type 2,7,760646,646,YISHUN STREET 61,,L1,26,Yes,103.8371783,1.422111689
R105446B,COMFORTDELGRO ENGIE PTE. LTD.,1,R105446B-001,Type 2,7,760646,646,YISHUN STREET 61,,L1,27,Yes,103.8371783,1.422111689
R105448Z,COMFORTDELGRO ENGIE PTE. LTD.,1,R105448Z-001,Type 2,7,120210,210,CLEMENTI AVENUE 6,CLEMENTI NORTHARC,L1,397,Yes,103.7630537,1.322414724
R105449C,COMFORTDELGRO ENGIE PTE. LTD.,1,R105449C-001,Type 2,7,120210,210,CLEMENTI AVENUE 6,CLEMENTI NORTHARC,L1,398,Yes,103.7630537,1.322414724
R105450F,COMFORTDELGRO ENGIE PTE. LTD.,1,R105450F-001,Type 2,7,120210,210,CLEMENTI AVENUE 6,CLEMENTI NORTHARC,L1,399,Yes,103.7630537,1.322414724
R105463B,COMFORTDELGRO ENGIE PTE. LTD.,1,R105463B-001,Type 2,7,560422,422,ANG MO KIO AVENUE 3,CHONG BOON VIEW,L1,135,Yes,103.8516674,1.368356473
R105466C,COMFORTDELGRO ENGIE PTE. LTD.,1,R105466C-001,Type 2,7,560422,422,ANG MO KIO AVENUE 3,CHONG BOON VIEW,L1,136,Yes,103.8516674,1.368356473
R105469D,COMFORTDELGRO ENGIE PTE. LTD.,1,R105469D-001,Type 2,7,560422,422,ANG MO KIO AVENUE 3,CHONG BOON VIEW,L1,137,Yes,103.8516674,1.368356473
R105963E,COMFORTDELGRO ENGIE PTE. LTD.,1,R105963E-001,Type 2,7,640713,713,JURONG WEST STREET 71,HDB PUBLIC SHELTERS,L1,340,Yes,103.6961123,1.342664584
R105964K,COMFORTDELGRO ENGIE PTE. LTD.,1,R105964K-001,Type 2,7,640713,713,JURONG WEST STREET 71,HDB PUBLIC SHELTERS,L1,341,Yes,103.6961123,1.342664584
R105965B,COMFORTDELGRO ENGIE PTE. LTD.,1,R105965B-001,Type 2,7,640713,713,JURONG WEST STREET 71,HDB PUBLIC SHELTERS,L1,342,Yes,103.6961123,1.342664584
R105967Z,COMFORTDELGRO ENGIE PTE. LTD.,2,R105967Z-001,CCS2,120,498792,80,ALPS AVENUE,,L1,2 & 4,Yes,104.0012885,1.374998123
R105967Z,COMFORTDELGRO ENGIE PTE. LTD.,2,R105967Z-002,CCS2,120,498792,80,ALPS AVENUE,,L1,2 & 4,Yes,104.0012885,1.374998123
R105969G,COMFORTDELGRO ENGIE PTE. LTD.,1,R105969G-001,Type 2,7,600257,257,JURONG EAST STREET 24,,L1,62,Yes,103.7390798,1.34409384
R105970Z,COMFORTDELGRO ENGIE PTE. LTD.,1,R105970Z-001,Type 2,7,600257,257,JURONG EAST STREET 24,,L1,63,Yes,103.7390798,1.34409384
R105971C,COMFORTDELGRO ENGIE PTE. LTD.,1,R105971C-001,Type 2,7,600257,257,JURONG EAST STREET 24,,L1,64,Yes,103.7390798,1.34409384
R105972G,COMFORTDELGRO ENGIE PTE. LTD.,1,R105972G-001,Type 2,7,640187,187,BOON LAY AVENUE,BOON LAY VISTA,L1,90,Yes,103.71072,1.34587087
R105975H,COMFORTDELGRO ENGIE PTE. LTD.,1,R105975H-001,Type 2,7,640187,187,BOON LAY AVENUE,BOON LAY VISTA,L1,91,Yes,103.71072,1.34587087
R105976A,COMFORTDELGRO ENGIE PTE. LTD.,1,R105976A-001,Type 2,7,640187,187,BOON LAY AVENUE,BOON LAY VISTA,L1,92,Yes,103.71072,1.34587087
R105981K,COMFORTDELGRO ENGIE PTE. LTD.,1,R105981K-001,Type 2,7,640902,902,JURONG WEST STREET 91,,L1,44,Yes,103.6866098,1.339116457
R105982B,COMFORTDELGRO ENGIE PTE. LTD.,1,R105982B-001,Type 2,7,640902,902,JURONG WEST STREET 91,,L1,45,Yes,103.6866098,1.339116457
R105983F,COMFORTDELGRO ENGIE PTE. LTD.,1,R105983F-001,Type 2,7,640902,902,JURONG WEST STREET 91,,L1,46,Yes,103.6866098,1.339116457
R106145D,COMFORTDELGRO ENGIE PTE. LTD.,1,R106145D-001,Type 2,7,550501,501,SERANGOON NORTH AVENUE 4,,L1,36,Yes,103.876253,1.373099118
R106147A,COMFORTDELGRO ENGIE PTE. LTD.,1,R106147A-001,Type 2,7,550501,501,SERANGOON NORTH AVENUE 4,,L1,37,Yes,103.876253,1.373099118
R106148E,COMFORTDELGRO ENGIE PTE. LTD.,1,R106148E-001,Type 2,7,550501,501,SERANGOON NORTH AVENUE 4,,L1,38,Yes,103.876253,1.373099118
R107047F,COMFORTDELGRO ENGIE PTE. LTD.,1,R107047F-001,Type 2,7,600252,252,JURONG EAST STREET 24,DBS JURONG EAST STREET 24,L1,100,Yes,103.7382335,1.343062176
R107049C,COMFORTDELGRO ENGIE PTE. LTD.,1,R107049C-001,Type 2,7,600252,252,JURONG EAST STREET 24,DBS JURONG EAST STREET 24,L1,101,Yes,103.7382335,1.343062176
R107052C,COMFORTDELGRO ENGIE PTE. LTD.,1,R107052C-001,Type 2,7,600252,252,JURONG EAST STREET 24,DBS JURONG EAST STREET 24,L1,102,Yes,103.7382335,1.343062176
R107073H,COMFORTDELGRO ENGIE PTE. LTD.,1,R107073H-001,Type 2,7,560340,340,ANG MO KIO AVENUE 1,,L1,117,Yes,103.8493977,1.364753412
R107076K,COMFORTDELGRO ENGIE PTE. LTD.,1,R107076K-001,Type 2,7,560340,340,ANG MO KIO AVENUE 1,,L1,118,Yes,103.8493977,1.364753412
R107078F,COMFORTDELGRO ENGIE PTE. LTD.,1,R107078F-001,Type 2,7,560340,340,ANG MO KIO AVENUE 1,,L1,119,Yes,103.8493977,1.364753412
R107081F,COMFORTDELGRO ENGIE PTE. LTD.,1,R107081F-001,Type 2,7,560340,340,ANG MO KIO AVENUE 1,,L1,120,Yes,103.8493977,1.364753412
R107086D,COMFORTDELGRO ENGIE PTE. LTD.,1,R107086D-001,Type 2,7,560340,340,ANG MO KIO AVENUE 1,,L1,121,Yes,103.8493977,1.364753412
R107087H,COMFORTDELGRO ENGIE PTE. LTD.,1,R107087H-001,Type 2,7,560340,340,ANG MO KIO AVENUE 1,,L1,122,Yes,103.8493977,1.364753412
R107093K,COMFORTDELGRO ENGIE PTE. LTD.,1,R107093K-001,Type 2,7,550409,409,SERANGOON CENTRAL,,L1,64,Yes,103.8741398,1.348961711
R107095F,COMFORTDELGRO ENGIE PTE. LTD.,1,R107095F-001,Type 2,7,550409,409,SERANGOON CENTRAL,,L1,65,Yes,103.8741398,1.348961711
R107097C,COMFORTDELGRO ENGIE PTE. LTD.,1,R107097C-001,Type 2,7,550409,409,SERANGOON CENTRAL,,L1,66,Yes,103.8741398,1.348961711
R107098G,COMFORTDELGRO ENGIE PTE. LTD.,1,R107098G-001,Type 2,7,760864,864,YISHUN AVENUE 4,KHATIB EVERGREEN II,L1,303,Yes,103.8385993,1.41748548
R107100C,COMFORTDELGRO ENGIE PTE. LTD.,1,R107100C-001,Type 2,7,760864,864,YISHUN AVENUE 4,KHATIB EVERGREEN II,L1,304,Yes,103.8385993,1.41748548
R107101G,COMFORTDELGRO ENGIE PTE. LTD.,1,R107101G-001,Type 2,7,760864,864,YISHUN AVENUE 4,KHATIB EVERGREEN II,L1,305,Yes,103.8385993,1.41748548
R107875A,COMFORTDELGRO ENGIE PTE. LTD.,1,R107875A-001,Type 2,7,120374,374,CLEMENTI AVENUE 4,,L1,678,Yes,103.7669837,1.319126186
R107876E,COMFORTDELGRO ENGIE PTE. LTD.,1,R107876E-001,Type 2,7,120374,374,CLEMENTI AVENUE 4,,L1,679,Yes,103.7669837,1.319126186
R107877K,COMFORTDELGRO ENGIE PTE. LTD.,1,R107877K-001,Type 2,7,120374,374,CLEMENTI AVENUE 4,,L1,680,Yes,103.7669837,1.319126186
R107878B,COMFORTDELGRO ENGIE PTE. LTD.,1,R107878B-001,Type 2,7,120374,374,CLEMENTI AVENUE 4,,L1,681,Yes,103.7669837,1.319126186
R107880K,COMFORTDELGRO ENGIE PTE. LTD.,1,R107880K-001,Type 2,7,120374,374,CLEMENTI AVENUE 4,,L1,682,Yes,103.7669837,1.319126186
R107909B,COMFORTDELGRO ENGIE PTE. LTD.,1,R107909B-001,Type 2,7,120374,374,CLEMENTI AVENUE 4,,L1,683,Yes,103.7669837,1.319126186
R108071Z,COMFORTDELGRO ENGIE PTE. LTD.,1,R108071Z-001,Type 2,22,681158,158A,JALAN TECK WHYE,MULTI STOREY CAR PARK,L3,123,Yes,103.7565767,1.37963666
R108077A,COMFORTDELGRO ENGIE PTE. LTD.,1,R108077A-001,Type 2,22,681158,158A,JALAN TECK WHYE,MULTI STOREY CAR PARK,L3,124,Yes,103.7565767,1.37963666
R108081E,COMFORTDELGRO ENGIE PTE. LTD.,1,R108081E-001,Type 2,22,681158,158A,JALAN TECK WHYE,MULTI STOREY CAR PARK,L3,125,Yes,103.7565767,1.37963666
R108328A,COMFORTDELGRO ENGIE PTE. LTD.,1,R108328A-001,Type 2,7,640202,202,BOON LAY DRIVE,BOON LAY GARDENS,L1,370,Yes,103.7150352,1.344692588
R108331A,COMFORTDELGRO ENGIE PTE. LTD.,1,R108331A-001,Type 2,7,640202,202,BOON LAY DRIVE,BOON LAY GARDENS,L1,371,Yes,103.7150352,1.344692588
R108333K,COMFORTDELGRO ENGIE PTE. LTD.,1,R108333K-001,Type 2,7,640202,202,BOON LAY DRIVE,BOON LAY GARDENS,L1,372,Yes,103.7150352,1.344692588
R108341G,COMFORTDELGRO ENGIE PTE. LTD.,1,R108341G-001,Type 2,7,600309,309,JURONG EAST STREET 32,HONG KAH EAST PLACE,L1,123E,Yes,103.7339566,1.347925792
R108345A,COMFORTDELGRO ENGIE PTE. LTD.,1,R108345A-001,Type 2,7,600309,309,JURONG EAST STREET 32,HONG KAH EAST PLACE,L1,123F,Yes,103.7339566,1.347925792
R108347K,COMFORTDELGRO ENGIE PTE. LTD.,1,R108347K-001,Type 2,7,600309,309,JURONG EAST STREET 32,HONG KAH EAST PLACE,L1,123G,Yes,103.7339566,1.347925792
R109471G,COMFORTDELGRO ENGIE PTE. LTD.,1,R109471G-001,Type 2,7,680118,118,TECK WHYE LANE,,L1,226,Yes,103.7506473,1.379871028
R109472R,COMFORTDELGRO ENGIE PTE. LTD.,1,R109472R-001,Type 2,7,680118,118,TECK WHYE LANE,,L1,227,Yes,103.7506473,1.379871028
R109474H,COMFORTDELGRO ENGIE PTE. LTD.,1,R109474H-001,Type 2,7,680118,118,TECK WHYE LANE,,L1,228,Yes,103.7506473,1.379871028
R110687H,COMFORTDELGRO ENGIE PTE. LTD.,1,R110687H-001,Type 2,7,560647,647,ANG MO KIO AVENUE 6,ANG MO KIO 61,L1,60,Yes,103.8438047,1.37865168
R110688A,COMFORTDELGRO ENGIE PTE. LTD.,1,R110688A-001,Type 2,7,560647,647,ANG MO KIO AVENUE 6,ANG MO KIO 61,L1,61,Yes,103.8438047,1.37865168
R110689E,COMFORTDELGRO ENGIE PTE. LTD.,1,R110689E-001,Type 2,7,560647,647,ANG MO KIO AVENUE 6,ANG MO KIO 61,L1,62,Yes,103.8438047,1.37865168
R110740E,COMFORTDELGRO ENGIE PTE. LTD.,1,R110740E-001,Type 2,7,760115,115,YISHUN RING ROAD,CHONG PANG VALE,L1,109,Yes,103.8288865,1.434711422
R110741K,COMFORTDELGRO ENGIE PTE. LTD.,1,R110741K-001,Type 2,7,760115,115,YISHUN RING ROAD,CHONG PANG VALE,L1,110,Yes,103.8288865,1.434711422
R110742B,COMFORTDELGRO ENGIE PTE. LTD.,1,R110742B-001,Type 2,7,760115,115,YISHUN RING ROAD,CHONG PANG VALE,L1,111,Yes,103.8288865,1.434711422
R110743F,COMFORTDELGRO ENGIE PTE. LTD.,1,R110743F-001,Type 2,7,760465,465,YISHUN AVENUE 6,CASA SPRING @ YISHUN,L3,153,Yes,103.8500019,1.426483788
R110744Z,COMFORTDELGRO ENGIE PTE. LTD.,1,R110744Z-001,Type 2,7,760465,465,YISHUN AVENUE 6,CASA SPRING @ YISHUN,L3,154,Yes,103.8500019,1.426483788
R110745C,COMFORTDELGRO ENGIE PTE. LTD.,1,R110745C-001,Type 2,7,760465,465,YISHUN AVENUE 6,CASA SPRING @ YISHUN,L3,155,Yes,103.8500019,1.426483788
R110970R,COMFORTDELGRO ENGIE PTE. LTD.,1,R110970R-001,Type 2,7,120504,504,WEST COAST DRIVE,,L1,166,Yes,103.7592318,1.312614612
R110971D,COMFORTDELGRO ENGIE PTE. LTD.,1,R110971D-001,Type 2,7,120504,504,WEST COAST DRIVE,,L1,167,Yes,103.7592318,1.312614612
R110972H,COMFORTDELGRO ENGIE PTE. LTD.,1,R110972H-001,Type 2,7,120504,504,WEST COAST DRIVE,,L1,168,Yes,103.7592318,1.312614612
R110973A,COMFORTDELGRO ENGIE PTE. LTD.,1,R110973A-001,Type 2,7,120504,504,WEST COAST DRIVE,,L1,169,Yes,103.7592318,1.312614612
R110974E,COMFORTDELGRO ENGIE PTE. LTD.,1,R110974E-001,Type 2,7,120504,504,WEST COAST DRIVE,,L1,170,Yes,103.7592318,1.312614612
R110975K,COMFORTDELGRO ENGIE PTE. LTD.,1,R110975K-001,Type 2,7,120504,504,WEST COAST DRIVE,,L1,171,Yes,103.7592318,1.312614612
R111680A,COMFORTDELGRO ENGIE PTE. LTD.,1,R111680A-001,Type 2,7,609341,300,PANDAN GARDENS,SHENG HONG TEMPLE,L1,54,Yes,103.7504078,1.32069016
R111681E,COMFORTDELGRO ENGIE PTE. LTD.,1,R111681E-001,Type 2,7,609341,300,PANDAN GARDENS,SHENG HONG TEMPLE,L1,55,Yes,103.7504078,1.32069016
R111682K,COMFORTDELGRO ENGIE PTE. LTD.,1,R111682K-001,Type 2,7,609341,300,PANDAN GARDENS,SHENG HONG TEMPLE,L1,56,Yes,103.7504078,1.32069016
R111684F,COMFORTDELGRO ENGIE PTE. LTD.,1,R111684F-001,Type 2,7,640499,499,JURONG WEST STREET 41,GOLDEN ORCHID,L1,1,Yes,103.7252129,1.348417852
R111685Z,COMFORTDELGRO ENGIE PTE. LTD.,1,R111685Z-001,Type 2,7,640499,499,JURONG WEST STREET 41,GOLDEN ORCHID,L1,2,Yes,103.7252129,1.348417852
R111686C,COMFORTDELGRO ENGIE PTE. LTD.,1,R111686C-001,Type 2,7,640499,499,JURONG WEST STREET 41,GOLDEN ORCHID,L1,3,Yes,103.7252129,1.348417852
R111691R,COMFORTDELGRO ENGIE PTE. LTD.,1,R111691R-001,Type 2,7,640460,460,JURONG WEST STREET 41,,L1,63,Yes,103.7213475,1.350157499
R111692D,COMFORTDELGRO ENGIE PTE. LTD.,1,R111692D-001,Type 2,7,640460,460,JURONG WEST STREET 41,,L1,64,Yes,103.7213475,1.350157499
R111693H,COMFORTDELGRO ENGIE PTE. LTD.,1,R111693H-001,Type 2,7,640460,460,JURONG WEST STREET 41,,L1,65,Yes,103.7213475,1.350157499
R111694A,COMFORTDELGRO ENGIE PTE. LTD.,1,R111694A-001,Type 2,7,640909,909,JURONG WEST STREET 91,,L1,36A,Yes,103.6864428,1.341779263
R111695E,COMFORTDELGRO ENGIE PTE. LTD.,1,R111695E-001,Type 2,7,640909,909,JURONG WEST STREET 91,,L1,37A,Yes,103.6864428,1.341779263
R111696K,COMFORTDELGRO ENGIE PTE. LTD.,1,R111696K-001,Type 2,7,640909,909,JURONG WEST STREET 91,,L1,38A,Yes,103.6864428,1.341779263
R111846R,COMFORTDELGRO ENGIE PTE. LTD.,1,R111846R-001,Type 2,7,567226,226G,ANG MO KIO AVENUE 1,DBS ANG MO KIO AVENUE 1,L1,29,Yes,103.8404175,1.366967611
R111847D,COMFORTDELGRO ENGIE PTE. LTD.,1,R111847D-001,Type 2,7,567226,226G,ANG MO KIO AVENUE 1,DBS ANG MO KIO AVENUE 1,L1,30,Yes,103.8404175,1.366967611
R111848H,COMFORTDELGRO ENGIE PTE. LTD.,1,R111848H-001,Type 2,7,567226,226G,ANG MO KIO AVENUE 1,DBS ANG MO KIO AVENUE 1,L1,31,Yes,103.8404175,1.366967611
R111850D,COMFORTDELGRO ENGIE PTE. LTD.,1,R111850D-001,Type 2,7,560446,446,ANG MO KIO AVENUE 10,CHONG BOON CENTRE,L1,101,Yes,103.8555566,1.368113068
R111852A,COMFORTDELGRO ENGIE PTE. LTD.,1,R111852A-001,Type 2,7,560446,446,ANG MO KIO AVENUE 10,CHONG BOON CENTRE,L1,102,Yes,103.8555566,1.368113068
R111854K,COMFORTDELGRO ENGIE PTE. LTD.,1,R111854K-001,Type 2,7,560446,446,ANG MO KIO AVENUE 10,CHONG BOON CENTRE,L1,103,Yes,103.8555566,1.368113068
R111941G,COMFORTDELGRO ENGIE PTE. LTD.,1,R111941G-001,Type 2,7,550406,406,SERANGOON AVENUE 1,,L1,169,Yes,103.8727234,1.346310249
R111942R,COMFORTDELGRO ENGIE PTE. LTD.,1,R111942R-001,Type 2,7,550406,406,SERANGOON AVENUE 1,,L1,170,Yes,103.8727234,1.346310249
R111943D,COMFORTDELGRO ENGIE PTE. LTD.,1,R111943D-001,Type 2,7,550406,406,SERANGOON AVENUE 1,,L1,171,Yes,103.8727234,1.346310249
R111945A,COMFORTDELGRO ENGIE PTE. LTD.,1,R111945A-001,Type 2,7,550425,425,SERANGOON CENTRAL,,L1,104,Yes,103.8762489,1.348394753
R111946E,COMFORTDELGRO ENGIE PTE. LTD.,1,R111946E-001,Type 2,7,550425,425,SERANGOON CENTRAL,,L1,105,Yes,103.8762489,1.348394753
R111947K,COMFORTDELGRO ENGIE PTE. LTD.,1,R111947K-001,Type 2,7,550425,425,SERANGOON CENTRAL,,L1,106,Yes,103.8762489,1.348394753
R112020R,COMFORTDELGRO ENGIE PTE. LTD.,1,R112020R-001,Type 2,7,640420,420,JURONG WEST STREET 42,,L1,106,Yes,103.7267264,1.35074095
R112021D,COMFORTDELGRO ENGIE PTE. LTD.,1,R112021D-001,Type 2,7,640420,420,JURONG WEST STREET 42,,L1,107,Yes,103.7267264,1.35074095
R112022H,COMFORTDELGRO ENGIE PTE. LTD.,1,R112022H-001,Type 2,7,640420,420,JURONG WEST STREET 42,,L1,108,Yes,103.7267264,1.35074095
R112034R,COMFORTDELGRO ENGIE PTE. LTD.,1,R112034R-001,Type 2,7,550512,512,SERANGOON NORTH AVENUE 4,,L1,23,Yes,103.874889,1.371587551
R112035D,COMFORTDELGRO ENGIE PTE. LTD.,1,R112035D-001,Type 2,7,550512,512,SERANGOON NORTH AVENUE 4,,L1,24,Yes,103.874889,1.371587551
R112036H,COMFORTDELGRO ENGIE PTE. LTD.,1,R112036H-001,Type 2,7,550512,512,SERANGOON NORTH AVENUE 4,,L1,32,Yes,103.874889,1.371587551
R112201B,COMFORTDELGRO ENGIE PTE. LTD.,1,R112201B-001,Type 2,7,730025,25,MARSILING DRIVE,MARSILING GREEN,L1,51,Yes,103.7727115,1.442266714
R112202F,COMFORTDELGRO ENGIE PTE. LTD.,1,R112202F-001,Type 2,7,730025,25,MARSILING DRIVE,MARSILING GREEN,L1,52,Yes,103.7727115,1.442266714
R112203Z,COMFORTDELGRO ENGIE PTE. LTD.,1,R112203Z-001,Type 2,7,730025,25,MARSILING DRIVE,MARSILING GREEN,L1,53,Yes,103.7727115,1.442266714
R112369K,COMFORTDELGRO ENGIE PTE. LTD.,1,R112369K-001,Type 2,7,640493,493,JURONG WEST STREET 41,JURONG CENTRAL PLAZA,L1,94C,Yes,103.7245099,1.349926571
R112370A,COMFORTDELGRO ENGIE PTE. LTD.,1,R112370A-001,Type 2,7,640493,493,JURONG WEST STREET 41,JURONG CENTRAL PLAZA,L1,94D,Yes,103.7245099,1.349926571
R112371E,COMFORTDELGRO ENGIE PTE. LTD.,1,R112371E-001,Type 2,7,640493,493,JURONG WEST STREET 41,JURONG CENTRAL PLAZA,L1,94E,Yes,103.7245099,1.349926571
R112372K,COMFORTDELGRO ENGIE PTE. LTD.,1,R112372K-001,Type 2,7,640504,504,JURONG WEST STREET 51,HONG KAH POINT,L1,18,Yes,103.7190584,1.349754137
R112373B,COMFORTDELGRO ENGIE PTE. LTD.,1,R112373B-001,Type 2,7,640504,504,JURONG WEST STREET 51,HONG KAH POINT,L1,19,Yes,103.7190584,1.349754137
R112374F,COMFORTDELGRO ENGIE PTE. LTD.,1,R112374F-001,Type 2,7,640504,504,JURONG WEST STREET 51,HONG KAH POINT,L1,20,Yes,103.7190584,1.349754137
R112375Z,COMFORTDELGRO ENGIE PTE. LTD.,1,R112375Z-001,Type 2,7,560170,170,ANG MO KIO AVENUE 4,KEBUN BARU LINK 1,L1,87,Yes,103.8364788,1.374355553
